Transaction_ID,Customer_ID,Screening-ID,Transaction_Date,Transaction_Time ,Ticket_Quantity,Concession_Purchase ,Concession_Amount ,Payment_Method ,Total_Amount,Points_Earned,Period,Ticket price,Helper _Function period ,,Helper_Customer_ID,Helper _amounts ,Helper_C_Purchase,Helper_Ticket_Q,helper _concession ,Helper_Points_Earned
183,89,64,08/02/2022,10:27 pm,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,89,50,FALSE,4,0,5
184,512,259,25/04/2023,6:49 pm,4,TRUE,0,Credit,50,5,Implementation,12.5,Implementation,,512,55,TRUE,4,0,5
185,64,954,14/04/2022,11:06 am,1,TRUE,40,Credit,52.5,5,Pre-Implementation,12.5,Pre-Implementation,,64,52.5,TRUE,1,40,5
186,748,745,05/03/2023,6:20 pm,6,TRUE,42,Mobile,117,12,Implementation,12.5,Implementation,,748,93.5,TRUE,6,42,12
187,330,354,06/08/2022,11:53 am,4,TRUE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,330,50,TRUE,4,0,5
188,409,892,15/12/2022,10:38 am,2,TRUE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,409,25,TRUE,2,0,3
189,560,642,01/02/2024,4:54 pm,15,FALSE,0,Debit,187.5,19,Post-Implementation,12.5,Post-Implementation,,560,234,FALSE,15,0,19
190,209,399,22/06/2022,8:35 pm,2,FALSE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,209,65,FALSE,2,0,3
191,114,777,25/03/2022,10:19 am,4,TRUE,35,Cash,85,9,Pre-Implementation,12.5,Pre-Implementation,,114,85,TRUE,4,35,9
192,362,503,13/10/2023,7:46 pm,6,TRUE,35,Cash,110,11,Post-Implementation,12.5,Post-Implementation,,362,113.75,TRUE,6,35,11
193,570,767,18/08/2022,9:54 pm,4,FALSE,0,Mobile,50,5,Pre-Implementation,12.5,Pre-Implementation,,570,100,FALSE,4,0,5
194,7,77,30/05/2022,9:48 pm,4,FALSE,0,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,7,50,FALSE,4,0,5
195,319,456,28/09/2023,9:23 pm,12,TRUE,42,Mobile,192,19,Post-Implementation,12.5,Post-Implementation,,319,185.25,TRUE,12,42,19
196,843,155,26/07/2022,4:11 pm,1,TRUE,40,Mobile,52.5,5,Pre-Implementation,12.5,Pre-Implementation,,843,52.5,TRUE,1,40,5
197,254,195,03/04/2022,6:24 pm,3,FALSE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,254,57.5,FALSE,3,0,4
198,544,382,29/12/2023,1:27 pm,14,FALSE,0,Mobile,175,18,Post-Implementation,12.5,Post-Implementation,,544,221,FALSE,14,0,18
199,599,800,30/06/2022,11:26 am,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,599,12.5,FALSE,1,0,1
200,845,880,01/03/2023,10:33 am,4,FALSE,0,Mobile,50,5,Implementation,12.5,Implementation,,845,27.5,FALSE,4,0,5
201,340,383,17/06/2022,10:11 am,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,340,37.5,FALSE,3,0,4
202,391,253,18/07/2022,10:54 pm,1,TRUE,0,Cash,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,391,12.5,TRUE,1,0,1
203,729,758,12/09/2022,1:42 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,729,37.5,FALSE,3,0,4
204,863,458,07/10/2022,11:25 am,2,FALSE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,863,55,FALSE,2,0,3
205,551,288,11/07/2022,2:07 pm,1,TRUE,5,Credit,17.5,2,Pre-Implementation,12.5,Pre-Implementation,,551,17.5,TRUE,1,5,2
206,956,909,30/05/2022,7:50 pm,4,TRUE,0,Mobile,50,5,Pre-Implementation,12.5,Pre-Implementation,,956,50,TRUE,4,0,5
207,70,418,09/10/2022,8:19 pm,1,TRUE,25,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,70,37.5,TRUE,1,25,4
208,74,915,19/09/2022,4:11 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,74,40,FALSE,2,0,3
209,879,558,04/01/2024,4:27 pm,14,TRUE,56,Cash,231,23,Post-Implementation,12.5,Post-Implementation,,879,230.75,TRUE,14,56,23
210,862,41,19/08/2023,10:49 am,5,TRUE,14,Debit,76.5,8,Post-Implementation,12.5,Post-Implementation,,862,78,TRUE,5,14,8
211,180,65,27/01/2022,12:58 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,180,67.5,FALSE,3,0,4
212,256,266,04/11/2023,12:57 pm,10,TRUE,70,Mobile,195,20,Post-Implementation,12.5,Post-Implementation,,256,211.25,TRUE,10,70,20
213,76,467,17/02/2023,4:29 pm,5,TRUE,48,Mobile,110.5,11,Implementation,12.5,Implementation,,76,112.75,TRUE,5,48,11
214,590,19,07/02/2023,2:20 pm,9,TRUE,24,Cash,136.5,14,Implementation,12.5,Implementation,,590,132,TRUE,9,24,14
215,669,289,03/09/2023,1:03 pm,15,TRUE,42,Cash,229.5,23,Post-Implementation,12.5,Post-Implementation,,669,250.25,TRUE,15,42,23
216,571,11,24/12/2022,6:55 pm,1,FALSE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,571,47.5,FALSE,1,0,1
217,397,694,24/10/2022,11:48 am,3,TRUE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,397,37.5,TRUE,3,0,4
218,501,610,11/01/2023,10:46 pm,9,TRUE,60,Cash,172.5,17,Implementation,12.5,Implementation,,501,165,TRUE,9,60,17
219,802,223,13/04/2023,4:39 pm,9,FALSE,0,Mobile,112.5,11,Implementation,12.5,Implementation,,802,126.5,FALSE,9,0,11
220,753,620,19/02/2024,9:07 pm,17,TRUE,28,Credit,240.5,24,Post-Implementation,12.5,Post-Implementation,,753,269.75,TRUE,17,28,24
221,734,56,13/04/2022,6:23 pm,4,FALSE,0,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,734,50,FALSE,4,0,5
222,977,128,24/10/2023,9:03 pm,7,TRUE,28,Debit,115.5,12,Post-Implementation,12.5,Post-Implementation,,977,91,TRUE,7,28,12
223,892,847,23/01/2022,6:20 pm,2,FALSE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,892,25,FALSE,2,0,3
224,171,55,13/01/2022,1:33 pm,3,TRUE,30,Debit,67.5,7,Pre-Implementation,12.5,Pre-Implementation,,171,67.5,TRUE,3,30,7
225,82,685,07/07/2022,4:02 pm,3,TRUE,10,Debit,47.5,5,Pre-Implementation,12.5,Pre-Implementation,,82,47.5,TRUE,3,10,5
226,785,306,03/07/2023,11:54 am,12,FALSE,0,Cash,150,15,Post-Implementation,12.5,Post-Implementation,,785,162.5,FALSE,12,0,15
227,785,48,08/05/2023,6:05 pm,6,FALSE,0,Cash,75,8,Implementation,12.5,Implementation,,785,55,FALSE,6,0,8
228,628,29,18/09/2022,5:56 pm,3,TRUE,30,Credit,67.5,7,Pre-Implementation,12.5,Pre-Implementation,,628,67.5,TRUE,3,30,7
229,313,454,21/05/2023,7:07 pm,8,FALSE,0,Credit,100,10,Implementation,12.5,Implementation,,313,96.25,FALSE,8,0,10
230,676,930,12/08/2022,9:23 pm,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,676,12.5,FALSE,1,0,1
231,360,364,03/03/2022,6:30 pm,1,FALSE,0,Cash,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,360,22.5,FALSE,1,0,1
232,731,304,21/09/2023,3:51 pm,14,FALSE,0,Debit,175,18,Post-Implementation,12.5,Post-Implementation,,731,237.25,FALSE,14,0,18
233,187,989,17/12/2022,3:11 pm,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,187,62.5,FALSE,1,0,1
234,646,133,21/12/2022,10:28 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,646,87.5,FALSE,3,0,4
235,518,840,13/06/2022,8:49 pm,1,TRUE,20,Debit,32.5,3,Pre-Implementation,12.5,Pre-Implementation,,518,32.5,TRUE,1,20,3
236,536,159,16/09/2023,8:53 pm,16,TRUE,70,Cash,270,27,Post-Implementation,12.5,Post-Implementation,,536,292.5,TRUE,16,70,27
237,14,276,11/03/2022,12:39 pm,4,TRUE,5,Cash,55,6,Pre-Implementation,12.5,Pre-Implementation,,14,55,TRUE,4,5,6
238,859,642,30/10/2023,9:47 pm,8,TRUE,35,Mobile,135,14,Post-Implementation,12.5,Post-Implementation,,859,146.25,TRUE,8,35,14
239,779,210,12/11/2022,10:04 am,2,TRUE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,779,25,TRUE,2,0,3
240,449,625,13/04/2022,9:32 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,449,40,FALSE,2,0,3
241,38,347,27/08/2023,8:40 pm,15,FALSE,0,Debit,187.5,19,Post-Implementation,12.5,Post-Implementation,,38,234,FALSE,15,0,19
242,817,149,14/12/2022,11:24 am,4,FALSE,0,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,817,50,FALSE,4,0,5
243,203,651,22/03/2023,10:09 pm,4,TRUE,30,Credit,80,8,Implementation,12.5,Implementation,,203,82.5,TRUE,4,30,8
244,858,418,24/01/2023,7:53 pm,4,TRUE,60,Debit,110,11,Implementation,12.5,Implementation,,858,82.5,TRUE,4,60,11
245,535,231,18/04/2023,1:39 pm,3,FALSE,0,Credit,37.5,4,Implementation,12.5,Implementation,,535,52.25,FALSE,3,0,4
246,390,69,26/01/2023,12:30 pm,5,TRUE,54,Debit,116.5,12,Implementation,12.5,Implementation,,390,90.75,TRUE,5,54,12
247,450,757,02/07/2023,11:44 am,8,TRUE,0,Cash,100,10,Post-Implementation,12.5,Post-Implementation,,450,113.75,TRUE,8,0,10
248,247,819,24/06/2023,11:57 am,5,TRUE,6,Credit,68.5,7,Implementation,12.5,Implementation,,247,60.5,TRUE,5,6,7
249,388,972,17/07/2022,12:27 pm,3,TRUE,30,Cash,67.5,7,Pre-Implementation,12.5,Pre-Implementation,,388,67.5,TRUE,3,30,7
250,57,347,07/10/2022,2:27 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,57,70,FALSE,2,0,3
251,92,233,16/08/2022,6:02 pm,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,92,27.5,FALSE,1,0,1
252,164,586,13/10/2023,10:35 am,12,FALSE,0,Cash,150,15,Post-Implementation,12.5,Post-Implementation,,164,214.5,FALSE,12,0,15
253,158,832,04/12/2023,7:09 pm,13,TRUE,49,Credit,211.5,21,Post-Implementation,12.5,Post-Implementation,,158,224.25,TRUE,13,49,21
254,675,109,05/01/2024,9:12 pm,17,FALSE,0,Mobile,212.5,21,Post-Implementation,12.5,Post-Implementation,,675,234,FALSE,17,0,21
255,161,151,29/12/2022,5:26 pm,1,FALSE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,161,12.5,FALSE,1,0,1
256,947,668,14/10/2023,2:01 pm,15,TRUE,0,Credit,187.5,19,Post-Implementation,12.5,Post-Implementation,,947,227.5,TRUE,15,0,19
257,381,157,31/12/2022,9:58 pm,3,FALSE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,381,72.5,FALSE,3,0,4
258,355,669,06/01/2024,11:31 am,13,TRUE,35,Debit,197.5,20,Post-Implementation,12.5,Post-Implementation,,355,211.25,TRUE,13,35,20
259,456,726,20/07/2022,12:01 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,456,55,FALSE,2,0,3
260,753,818,27/09/2022,5:33 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,753,25,FALSE,2,0,3
261,973,131,21/08/2022,1:59 pm,3,TRUE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,973,37.5,TRUE,3,0,4
262,683,519,28/04/2023,6:08 pm,3,TRUE,30,Debit,67.5,7,Implementation,12.5,Implementation,,683,68.75,TRUE,3,30,7
263,339,229,02/10/2022,4:45 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,339,42.5,FALSE,3,0,4
264,570,791,14/08/2022,5:50 pm,1,FALSE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,570,17.5,FALSE,1,0,1
265,527,721,21/04/2022,5:53 pm,4,TRUE,10,Mobile,60,6,Pre-Implementation,12.5,Pre-Implementation,,527,60,TRUE,4,10,6
266,277,520,20/06/2022,1:39 pm,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,277,37.5,FALSE,3,0,4
267,816,135,19/11/2023,12:54 pm,12,TRUE,14,Cash,164,16,Post-Implementation,12.5,Post-Implementation,,816,191.75,TRUE,12,14,16
268,789,562,15/07/2023,4:09 pm,12,TRUE,63,Debit,213,21,Post-Implementation,12.5,Post-Implementation,,789,204.75,TRUE,12,63,21
269,79,201,29/08/2022,9:58 pm,1,FALSE,0,Cash,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,79,37.5,FALSE,1,0,1
270,700,594,28/03/2022,2:57 pm,4,TRUE,5,Mobile,55,6,Pre-Implementation,12.5,Pre-Implementation,,700,55,TRUE,4,5,6
271,509,232,17/12/2022,10:49 pm,3,TRUE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,509,37.5,TRUE,3,0,4
272,253,811,11/01/2023,10:31 pm,6,FALSE,0,Cash,75,8,Implementation,12.5,Implementation,,253,99,FALSE,6,0,8
273,791,279,28/10/2022,2:29 pm,3,FALSE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,791,62.5,FALSE,3,0,4
274,796,854,10/02/2022,8:27 pm,2,TRUE,25,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,796,50,TRUE,2,25,5
275,47,331,02/03/2022,1:36 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,47,25,FALSE,2,0,3
276,739,367,07/01/2024,1:50 pm,11,TRUE,56,Debit,193.5,19,Post-Implementation,12.5,Post-Implementation,,739,198.25,TRUE,11,56,19
277,133,201,03/05/2022,10:45 pm,1,TRUE,45,Cash,57.5,6,Pre-Implementation,12.5,Pre-Implementation,,133,57.5,TRUE,1,45,6
278,761,966,22/09/2022,2:32 pm,4,FALSE,0,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,761,50,FALSE,4,0,5
279,266,174,10/02/2023,7:23 pm,7,TRUE,36,Cash,123.5,12,Implementation,12.5,Implementation,,266,129.25,TRUE,7,36,12
280,704,644,30/04/2023,11:34 am,6,FALSE,0,Debit,75,8,Implementation,12.5,Implementation,,704,110,FALSE,6,0,8
281,153,905,30/12/2022,1:46 pm,2,TRUE,40,Mobile,65,7,Pre-Implementation,12.5,Pre-Implementation,,153,65,TRUE,2,40,7
282,774,695,06/02/2023,2:08 pm,8,FALSE,0,Cash,100,10,Implementation,12.5,Implementation,,774,140.25,FALSE,8,0,10
283,491,791,20/05/2022,5:24 pm,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,491,90,FALSE,4,0,5
284,148,587,22/12/2023,8:47 pm,12,TRUE,7,Cash,157,16,Post-Implementation,12.5,Post-Implementation,,148,152.75,TRUE,12,7,16
285,889,432,01/04/2023,3:18 pm,7,FALSE,0,Cash,87.5,9,Implementation,12.5,Implementation,,889,96.25,FALSE,7,0,9
286,517,591,10/07/2023,6:01 pm,14,TRUE,0,Mobile,175,18,Post-Implementation,12.5,Post-Implementation,,517,195,TRUE,14,0,18
287,763,322,24/01/2023,3:21 pm,4,TRUE,36,Cash,86,9,Implementation,12.5,Implementation,,763,74.25,TRUE,4,36,9
288,184,320,06/03/2023,10:10 am,5,TRUE,0,Mobile,62.5,6,Implementation,12.5,Implementation,,184,41.25,TRUE,5,0,6
289,929,701,05/07/2023,2:38 pm,12,TRUE,14,Debit,164,16,Post-Implementation,12.5,Post-Implementation,,929,175.5,TRUE,12,14,16
290,812,775,16/07/2022,2:45 pm,1,FALSE,0,Cash,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,812,47.5,FALSE,1,0,1
291,640,946,16/06/2022,12:47 pm,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,640,37.5,FALSE,3,0,4
292,739,310,18/07/2023,5:28 pm,9,TRUE,63,Cash,175.5,18,Post-Implementation,12.5,Post-Implementation,,739,156,TRUE,9,63,18
293,795,401,18/03/2023,10:39 pm,3,TRUE,48,Credit,85.5,9,Implementation,12.5,Implementation,,795,85.25,TRUE,3,48,9
294,982,104,03/10/2023,2:54 pm,10,TRUE,35,Mobile,160,16,Post-Implementation,12.5,Post-Implementation,,982,146.25,TRUE,10,35,16
295,906,568,24/12/2023,2:25 pm,7,TRUE,14,Credit,101.5,10,Post-Implementation,12.5,Post-Implementation,,906,94.25,TRUE,7,14,10
296,327,392,24/12/2023,8:12 pm,11,FALSE,0,Cash,137.5,14,Post-Implementation,12.5,Post-Implementation,,327,211.25,FALSE,11,0,14
297,75,269,28/12/2023,10:58 am,16,TRUE,7,Cash,207,21,Post-Implementation,12.5,Post-Implementation,,75,250.25,TRUE,16,7,21
298,341,272,08/12/2023,12:24 pm,14,TRUE,14,Debit,189,19,Post-Implementation,12.5,Post-Implementation,,341,191.75,TRUE,14,14,19
299,992,447,18/02/2023,2:13 pm,9,TRUE,0,Cash,112.5,11,Implementation,12.5,Implementation,,992,96.25,TRUE,9,0,11
300,425,458,06/07/2022,1:15 pm,2,TRUE,0,Debit,25,3,Pre-Implementation,12.5,Pre-Implementation,,425,25,TRUE,2,0,3
301,526,519,03/09/2023,1:17 pm,11,TRUE,70,Debit,207.5,21,Post-Implementation,12.5,Post-Implementation,,526,211.25,TRUE,11,70,21
302,844,520,11/05/2023,1:18 pm,9,TRUE,60,Mobile,172.5,17,Implementation,12.5,Implementation,,844,151.25,TRUE,9,60,17
303,780,480,01/09/2023,1:50 pm,17,TRUE,49,Cash,261.5,26,Post-Implementation,12.5,Post-Implementation,,780,289.25,TRUE,17,49,26
304,573,684,08/12/2023,5:42 pm,12,TRUE,28,Credit,178,18,Post-Implementation,12.5,Post-Implementation,,573,172.25,TRUE,12,28,18
305,170,706,15/04/2023,3:39 pm,2,TRUE,54,Mobile,79,8,Implementation,12.5,Implementation,,170,77,TRUE,2,54,8
306,227,456,10/08/2022,4:54 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,227,67.5,FALSE,3,0,4
307,195,653,11/06/2023,2:04 pm,3,FALSE,0,Debit,37.5,4,Implementation,12.5,Implementation,,195,27.5,FALSE,3,0,4
308,960,900,20/11/2022,10:25 pm,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,960,62.5,FALSE,1,0,1
309,333,218,17/05/2022,12:59 pm,2,FALSE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,333,65,FALSE,2,0,3
310,268,539,16/04/2023,7:24 pm,7,TRUE,6,Credit,93.5,9,Implementation,12.5,Implementation,,268,88,TRUE,7,6,9
311,710,279,01/11/2023,5:30 pm,18,TRUE,35,Credit,260,26,Post-Implementation,12.5,Post-Implementation,,710,276.25,TRUE,18,35,26
312,4,767,11/03/2022,1:07 pm,3,TRUE,10,Credit,47.5,5,Pre-Implementation,12.5,Pre-Implementation,,4,47.5,TRUE,3,10,5
313,641,83,19/06/2022,2:26 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,641,62.5,FALSE,3,0,4
314,735,40,24/05/2023,9:58 pm,7,TRUE,54,Credit,141.5,14,Implementation,12.5,Implementation,,735,132,TRUE,7,54,14
315,729,723,11/05/2022,7:14 pm,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,729,12.5,FALSE,1,0,1
316,754,832,19/01/2024,7:13 pm,8,FALSE,0,Cash,100,10,Post-Implementation,12.5,Post-Implementation,,754,133.25,FALSE,8,0,10
317,648,224,01/12/2023,5:57 pm,17,TRUE,63,Mobile,275.5,28,Post-Implementation,12.5,Post-Implementation,,648,302.25,TRUE,17,63,28
318,816,254,04/10/2022,5:04 pm,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,816,12.5,FALSE,1,0,1
319,937,688,20/08/2023,7:23 pm,9,TRUE,49,Credit,161.5,16,Post-Implementation,12.5,Post-Implementation,,937,159.25,TRUE,9,49,16
320,660,8,02/02/2024,3:35 pm,5,TRUE,28,Debit,90.5,9,Post-Implementation,12.5,Post-Implementation,,660,91,TRUE,5,28,9
321,54,667,22/04/2023,7:03 pm,9,FALSE,0,Mobile,112.5,11,Implementation,12.5,Implementation,,54,165,FALSE,9,0,11
322,834,787,16/12/2023,1:57 pm,6,TRUE,0,Cash,75,8,Post-Implementation,12.5,Post-Implementation,,834,81.25,TRUE,6,0,8
323,978,838,08/03/2023,12:51 pm,9,TRUE,0,Credit,112.5,11,Implementation,12.5,Implementation,,978,96.25,TRUE,9,0,11
324,987,398,13/08/2022,2:56 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,987,47.5,FALSE,3,0,4
325,485,219,02/01/2024,7:54 pm,13,TRUE,42,Cash,204.5,20,Post-Implementation,12.5,Post-Implementation,,485,217.75,TRUE,13,42,20
326,756,340,23/01/2024,7:26 pm,11,TRUE,14,Credit,151.5,15,Post-Implementation,12.5,Post-Implementation,,756,159.25,TRUE,11,14,15
327,485,554,30/10/2023,4:40 pm,12,TRUE,7,Mobile,157,16,Post-Implementation,12.5,Post-Implementation,,485,169,TRUE,12,7,16
328,272,766,03/04/2023,3:52 pm,9,TRUE,0,Mobile,112.5,11,Implementation,12.5,Implementation,,272,96.25,TRUE,9,0,11
329,214,283,26/06/2023,9:01 pm,7,TRUE,6,Debit,93.5,9,Implementation,12.5,Implementation,,214,74.25,TRUE,7,6,9
330,589,736,03/05/2023,12:06 pm,2,FALSE,0,Mobile,25,3,Implementation,12.5,Implementation,,589,49.5,FALSE,2,0,3
331,516,412,22/02/2022,6:32 pm,1,TRUE,50,Cash,62.5,6,Pre-Implementation,12.5,Pre-Implementation,,516,62.5,TRUE,1,50,6
332,90,197,29/10/2022,7:30 pm,3,TRUE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,90,37.5,TRUE,3,0,4
333,769,173,08/12/2023,4:26 pm,12,TRUE,0,Cash,150,15,Post-Implementation,12.5,Post-Implementation,,769,162.5,TRUE,12,0,15
334,642,266,09/11/2023,7:49 pm,16,TRUE,49,Mobile,249,25,Post-Implementation,12.5,Post-Implementation,,642,256.75,TRUE,16,49,25
335,426,288,28/02/2024,2:37 pm,11,FALSE,0,Credit,137.5,14,Post-Implementation,12.5,Post-Implementation,,426,182,FALSE,11,0,14
336,787,995,22/06/2023,8:24 pm,2,TRUE,60,Cash,85,9,Implementation,12.5,Implementation,,787,82.5,TRUE,2,60,9
337,832,52,22/08/2023,3:19 pm,11,TRUE,21,Mobile,158.5,16,Post-Implementation,12.5,Post-Implementation,,832,149.5,TRUE,11,21,16
338,881,598,01/10/2023,4:51 pm,9,TRUE,7,Debit,119.5,12,Post-Implementation,12.5,Post-Implementation,,881,104,TRUE,9,7,12
339,511,890,21/05/2022,9:42 pm,2,TRUE,50,Debit,75,8,Pre-Implementation,12.5,Pre-Implementation,,511,75,TRUE,2,50,8
340,705,383,27/07/2023,10:43 am,15,TRUE,35,Cash,222.5,22,Post-Implementation,12.5,Post-Implementation,,705,227.5,TRUE,15,35,22
341,903,594,19/12/2023,9:58 pm,17,TRUE,14,Credit,226.5,23,Post-Implementation,12.5,Post-Implementation,,903,240.5,TRUE,17,14,23
342,440,648,11/07/2022,2:22 pm,1,TRUE,0,Cash,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,440,12.5,TRUE,1,0,1
343,453,303,31/07/2022,10:01 am,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,453,47.5,FALSE,1,0,1
344,806,141,10/12/2023,6:33 pm,15,TRUE,70,Debit,257.5,26,Post-Implementation,12.5,Post-Implementation,,806,292.5,TRUE,15,70,26
345,662,408,30/07/2022,12:30 pm,4,FALSE,0,Mobile,50,5,Pre-Implementation,12.5,Pre-Implementation,,662,50,FALSE,4,0,5
346,419,890,23/08/2023,10:17 am,8,TRUE,14,Cash,114,11,Post-Implementation,12.5,Post-Implementation,,419,126.75,TRUE,8,14,11
347,835,692,19/10/2023,5:29 pm,11,TRUE,0,Debit,137.5,14,Post-Implementation,12.5,Post-Implementation,,835,146.25,TRUE,11,0,14
348,397,882,24/01/2023,8:44 pm,8,TRUE,18,Cash,118,12,Implementation,12.5,Implementation,,397,126.5,TRUE,8,18,12
349,878,552,20/01/2024,6:52 pm,7,TRUE,28,Mobile,115.5,12,Post-Implementation,12.5,Post-Implementation,,878,123.5,TRUE,7,28,12
350,838,253,12/08/2023,12:30 pm,12,TRUE,49,Debit,199,20,Post-Implementation,12.5,Post-Implementation,,838,224.25,TRUE,12,49,20
351,499,932,27/06/2022,8:48 pm,4,FALSE,0,Credit,50,5,Pre-Implementation,12.5,Pre-Implementation,,499,50,FALSE,4,0,5
352,991,286,06/01/2023,9:55 pm,9,TRUE,0,Debit,112.5,11,Implementation,12.5,Implementation,,991,96.25,TRUE,9,0,11
353,112,723,14/01/2023,9:04 pm,4,TRUE,36,Credit,86,9,Implementation,12.5,Implementation,,112,60.5,TRUE,4,36,9
354,625,775,08/12/2023,12:08 pm,10,TRUE,14,Mobile,139,14,Post-Implementation,12.5,Post-Implementation,,625,159.25,TRUE,10,14,14
355,557,757,19/02/2023,2:18 pm,6,FALSE,0,Credit,75,8,Implementation,12.5,Implementation,,557,93.5,FALSE,6,0,8
356,417,843,15/03/2023,7:42 pm,10,TRUE,18,Mobile,143,14,Implementation,12.5,Implementation,,417,126.5,TRUE,10,18,14
357,12,958,16/02/2023,12:22 pm,4,TRUE,0,Credit,50,5,Implementation,12.5,Implementation,,12,27.5,TRUE,4,0,5
358,982,170,17/09/2022,11:00 am,2,TRUE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,982,25,TRUE,2,0,3
359,213,246,19/01/2023,5:03 pm,6,FALSE,0,Cash,75,8,Implementation,12.5,Implementation,,213,74.25,FALSE,6,0,8
360,798,940,29/10/2022,10:30 am,3,FALSE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,798,37.5,FALSE,3,0,4
361,99,310,30/12/2023,10:54 am,5,FALSE,0,Cash,62.5,6,Post-Implementation,12.5,Post-Implementation,,99,78,FALSE,5,0,6
362,901,531,15/12/2023,9:16 pm,11,TRUE,0,Debit,137.5,14,Post-Implementation,12.5,Post-Implementation,,901,130,TRUE,11,0,14
363,549,166,07/12/2022,9:05 pm,4,FALSE,0,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,549,80,FALSE,4,0,5
364,277,540,29/03/2023,9:56 pm,9,TRUE,48,Debit,160.5,16,Implementation,12.5,Implementation,,277,140.25,TRUE,9,48,16
365,53,872,22/11/2022,9:28 pm,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,53,62.5,FALSE,1,0,1
366,108,720,25/02/2024,1:43 pm,11,TRUE,7,Debit,144.5,14,Post-Implementation,12.5,Post-Implementation,,108,136.5,TRUE,11,7,14
